Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Monthly_Balance,Payment_Behaviour,Credit_Score_Category,Credit_Default
30,23515.58,1466.83,3,6,2,4,3,3,Good,9565.88,17.37,78,No,405.53,473.99,High_spent_Medium_value_payments,Standard,1
36,43856.0,3010.52,2,3,4,1,2,5,Bad,8158.67,11.1,135,Yes,193.36,1884.92,Low_spent_Medium_value_payments,Poor,1
66,29278.98,1824.53,5,8,4,0,1,4,Bad,5004.74,20.06,509,Yes,113.73,699.82,Low_spent_Large_value_payments,Standard,1
23,56267.01,3538.9,5,4,3,3,0,2,Standard,9766.64,23.39,52,No,280.02,1956.92,High_spent_Small_value_payments,Good,0
65,20772.78,1298.86,2,3,2,4,3,2,Standard,7928.04,42.83,435,Yes,306.19,411.01,High_spent_Large_value_payments,Standard,0
29,37265.33,2443.82,1,3,1,7,3,3,Good,7679.5,29.23,37,No,519.33,775.89,High_spent_Large_value_payments,Standard,0
68,54836.69,3481.39,2,8,2,0,0,3,Good,32750.88,47.16,507,No,1294.38,366.41,High_spent_Large_value_payments,Good,0
54,15000.0,925.05,3,6,4,1,3,3,Good,2540.49,12.72,219,Yes,58.71,470.22,Low_spent_Large_value_payments,Good,0
34,129699.92,8418.74,3,2,2,1,0,7,Bad,13182.29,22.87,49,No,635.24,3484.8,High_spent_Large_value_payments,Standard,0
40,30641.45,2128.58,4,4,1,3,2,2,Standard,7248.57,12.76,182,No,688.85,419.53,Low_spent_Medium_value_payments,Good,1
43,15000.0,992.71,4,8,1,2,2,1,Standard,2367.39,25.64,210,Yes,186.99,417.41,Low_spent_Small_value_payments,Standard,0
46,39928.93,2775.67,5,9,3,6,3,4,Standard,2168.91,41.34,91,Yes,48.92,1545.46,High_spent_Medium_value_payments,Poor,1
50,37051.57,2301.72,4,5,3,9,2,3,Standard,755.07,30.76,93,Yes,24.64,1149.75,High_spent_Medium_value_payments,Poor,1
44,34574.21,2136.99,3,3,1,4,3,4,Good,6630.55,65.32,271,Yes,593.14,409.62,High_spent_Large_value_payments,Poor,0
42,65822.35,4359.77,3,5,4,10,4,2,Standard,22383.61,29.9,192,Yes,462.51,2294.97,Low_spent_Small_value_payments,Poor,1
27,56866.8,3697.45,4,5,4,5,1,3,Standard,26806.06,27.56,41,No,620.65,1896.52,High_spent_Large_value_payments,Standard,1
64,43422.18,2915.88,4,2,2,4,3,3,Bad,11034.84,53.5,308,Yes,384.28,1020.77,High_spent_Large_value_payments,Poor,1
40,47576.46,3264.15,8,3,2,3,0,1,Standard,10065.21,29.9,171,Yes,350.1,1740.62,Low_spent_Large_value_payments,Standard,0
38,34111.33,2324.32,3,3,1,3,2,5,Standard,2836.46,34.66,127,No,255.96,754.1,High_spent_Medium_value_payments,Standard,1
38,105376.46,7398.25,3,3,2,0,0,4,Standard,37256.36,38.14,82,Yes,1283.88,3060.25,Low_spent_Medium_value_payments,Poor,1
60,15000.0,964.72,5,5,2,3,3,3,Good,420.09,57.6,124,No,14.35,438.56,High_spent_Medium_value_payments,Standard,0
30,39489.54,2457.67,3,10,1,7,4,0,Standard,12345.1,14.28,111,Yes,1119.4,402.28,Low_spent_Small_value_payments,Poor,1
54,37760.35,2490.98,6,7,0,3,2,1,Bad,7377.75,31.55,269,No,674.18,611.89,High_spent_Small_value_payments,Standard,1
50,59158.07,3620.46,4,3,1,2,5,1,Good,18484.96,37.03,87,Yes,1486.68,816.0,High_spent_Small_value_payments,Poor,0
41,21887.87,1381.76,5,10,0,14,7,3,Bad,2952.99,24.26,216,Yes,235.41,552.72,Low_spent_Large_value_payments,Poor,1
61,15000.0,933.78,3,7,2,0,3,3,Standard,507.94,22.55,281,Yes,20.67,430.9,High_spent_Small_value_payments,Standard,1
28,39898.49,2565.32,5,7,4,0,2,3,Good,8534.7,32.01,61,Yes,168.49,1006.83,Low_spent_Small_value_payments,Standard,0
34,42990.67,2631.24,3,3,0,11,2,3,Bad,6682.13,57.65,42,Yes,544.85,807.22,High_spent_Small_value_payments,Poor,1
21,88766.06,5356.58,4,4,1,0,3,3,Standard,18142.86,23.91,30,Yes,1321.74,1483.09,Low_spent_Large_value_payments,Poor,1
64,16945.93,1137.33,4,5,2,4,2,3,Standard,6438.78,8.25,165,Yes,277.3,449.39,High_spent_Large_value_payments,Standard,1
42,72606.97,4836.43,4,2,5,12,8,4,Bad,27768.99,21.25,186,No,465.97,2904.99,Low_spent_Medium_value_payments,Poor,1
47,150309.02,10172.0,8,7,3,5,2,5,Standard,18336.88,14.66,101,Yes,543.08,5936.15,Low_spent_Small_value_payments,Good,0
26,28950.45,1944.14,3,4,3,2,1,4,Bad,5080.41,20.11,67,Yes,123.2,1127.62,High_spent_Large_value_payments,Poor,1
38,16737.96,1025.0,7,8,0,0,3,0,Good,4690.59,23.5,154,Yes,326.6,151.94,Low_spent_Large_value_payments,Good,0
37,28447.49,1796.55,1,5,2,1,3,3,Standard,2938.49,62.1,57,Yes,137.43,1104.95,High_spent_Medium_value_payments,Poor,0
36,36621.95,2248.71,4,8,2,6,3,4,Good,13640.27,15.67,70,Yes,660.21,577.5,Low_spent_Large_value_payments,Standard,0
36,50933.33,3521.13,5,6,2,5,2,2,Bad,7836.52,28.04,158,Yes,283.69,1824.72,Low_spent_Small_value_payments,Poor,1
29,25467.62,1734.13,3,3,0,4,3,3,Standard,16684.59,49.48,108,Yes,1213.89,50.0,Low_spent_Large_value_payments,Poor,1
54,92329.51,5741.35,3,6,1,3,0,3,Bad,38540.26,29.72,197,Yes,3501.0,50.0,Low_spent_Large_value_payments,Poor,1
59,18606.77,1185.21,4,5,2,1,0,4,Standard,5443.68,12.3,254,Yes,229.04,509.19,High_spent_Small_value_payments,Standard,0
34,15000.0,1057.07,5,3,1,5,3,5,Standard,890.69,23.86,75,Yes,76.21,581.26,High_spent_Medium_value_payments,Poor,0
54,70546.42,4686.87,5,4,4,14,3,0,Standard,31311.0,41.31,379,Yes,611.12,1510.86,High_spent_Small_value_payments,Standard,1
65,15000.0,1030.19,1,8,3,5,2,2,Standard,5883.93,39.74,239,Yes,138.6,440.39,High_spent_Medium_value_payments,Poor,0
56,32129.25,2019.85,1,6,0,10,4,1,Standard,7159.05,34.05,117,Yes,706.48,293.21,Low_spent_Medium_value_payments,Poor,1
45,235769.21,14682.66,5,4,5,6,3,2,Bad,40741.54,59.86,118,Yes,745.14,5147.45,Low_spent_Large_value_payments,Standard,1
58,36054.03,2469.43,6,5,1,6,4,4,Bad,5900.46,45.6,257,No,456.48,747.71,High_spent_Large_value_payments,Poor,0
52,18537.29,1249.97,5,8,1,0,1,5,Good,3290.41,58.33,180,No,297.76,347.85,Low_spent_Large_value_payments,Standard,1
64,35086.14,2364.01,5,4,2,0,1,3,Good,18627.3,46.81,295,Yes,742.22,656.53,High_spent_Small_value_payments,Standard,1
65,35225.29,2324.41,7,2,2,1,3,8,Good,3031.86,26.56,372,Yes,110.92,1346.96,High_spent_Medium_value_payments,Good,0
35,39990.21,2643.57,3,4,2,2,4,2,Good,8987.77,21.52,85,Yes,401.14,1334.36,High_spent_Large_value_payments,Standard,1
31,54033.41,3672.65,4,4,3,5,3,5,Good,22453.67,27.25,81,No,601.39,1222.43,Low_spent_Medium_value_payments,Standard,1
52,19468.12,1225.03,3,8,2,2,2,2,Bad,1730.28,26.62,315,Yes,61.0,442.65,High_spent_Small_value_payments,Poor,0
61,99960.34,6379.63,2,5,2,1,3,2,Good,29422.59,20.87,429,Yes,1144.47,2281.03,High_spent_Small_value_payments,Good,0
58,42069.09,2921.39,8,5,3,25,9,3,Bad,4495.0,32.09,347,Yes,119.41,1556.65,High_spent_Medium_value_payments,Poor,0
24,56166.54,3557.93,4,9,2,4,3,6,Bad,25021.58,26.71,21,Yes,995.48,475.97,Low_spent_Medium_value_payments,Poor,1
58,24912.14,1642.17,3,4,2,0,1,1,Bad,5163.31,27.96,316,Yes,221.31,790.18,High_spent_Medium_value_payments,Standard,0
30,78576.6,5312.72,6,3,2,0,1,4,Bad,9710.32,58.93,121,Yes,394.38,2836.01,High_spent_Large_value_payments,Poor,1
35,31125.06,2204.67,5,5,0,6,3,4,Good,2997.82,30.62,148,Yes,273.84,782.55,High_spent_Medium_value_payments,Standard,1
54,42895.9,2776.04,6,8,2,3,3,4,Good,2544.68,2.82,113,Yes,111.25,1513.29,High_spent_Medium_value_payments,Good,0
30,20746.57,1341.01,3,3,1,11,3,3,Bad,3500.41,53.3,91,Yes,294.54,396.63,Low_spent_Large_value_payments,Poor,1
53,19967.1,1380.29,4,2,0,6,2,3,Good,10360.73,21.35,161,No,953.89,50.0,High_spent_Medium_value_payments,Standard,0
48,54881.04,3771.77,1,6,0,7,5,3,Bad,9693.02,8.5,317,Yes,947.18,1288.33,Low_spent_Medium_value_payments,Poor,0
19,27829.06,1890.15,8,2,2,1,1,2,Standard,6272.93,27.0,6,Yes,232.57,818.88,High_spent_Medium_value_payments,Poor,0
33,21757.33,1414.63,8,5,1,2,2,3,Standard,2991.3,12.64,54,No,278.28,288.71,High_spent_Medium_value_payments,Standard,0
26,24688.43,1567.95,3,4,2,5,1,3,Good,8000.96,19.11,43,Yes,324.14,340.59,Low_spent_Large_value_payments,Standard,0
26,55236.09,3678.42,3,3,3,9,5,1,Good,8936.61,21.28,37,Yes,254.88,2236.05,High_spent_Large_value_payments,Standard,0
55,24898.86,1730.28,4,4,3,8,2,3,Good,3958.33,19.36,345,Yes,124.09,916.87,High_spent_Large_value_payments,Good,0
28,33840.28,2354.41,5,8,2,2,1,4,Good,12586.47,14.54,77,Yes,536.13,538.15,Low_spent_Small_value_payments,Standard,0
39,36644.43,2241.74,3,4,2,4,1,1,Good,1485.84,57.58,98,Yes,54.04,1471.57,Low_spent_Small_value_payments,Standard,1
50,15000.0,969.61,6,5,0,0,1,3,Good,1568.79,18.94,290,Yes,155.7,323.47,Low_spent_Small_value_payments,Good,0
53,15022.8,977.0,2,2,3,13,4,5,Standard,6522.12,16.47,128,Yes,205.88,289.41,High_spent_Medium_value_payments,Poor,0
62,44434.29,3136.65,1,3,2,1,0,2,Good,7729.27,12.95,182,Yes,271.18,1502.48,High_spent_Large_value_payments,Good,0
40,23336.7,1571.61,5,4,3,0,2,2,Bad,5881.96,22.68,71,Yes,141.89,847.38,Low_spent_Medium_value_payments,Poor,0
62,68462.06,4409.77,2,6,0,7,1,4,Standard,30060.18,6.1,323,Yes,2356.96,684.49,Low_spent_Small_value_payments,Standard,1
62,64866.35,3910.29,2,6,3,6,2,8,Good,7627.61,52.64,122,Yes,209.61,2483.63,Low_spent_Large_value_payments,Poor,1
51,55910.15,3697.06,3,8,2,2,0,2,Bad,32267.66,13.18,274,Yes,1162.87,361.41,High_spent_Large_value_payments,Poor,1
26,108213.68,6605.45,2,8,1,2,2,2,Standard,39757.45,27.61,32,Yes,3245.24,50.0,High_spent_Small_value_payments,Poor,1
41,34549.43,2385.29,2,6,2,6,3,2,Bad,14886.58,5.93,181,Yes,607.05,768.28,Low_spent_Medium_value_payments,Poor,1
25,53601.33,3653.05,2,7,1,0,4,3,Standard,34118.92,32.63,53,Yes,2557.13,50.0,Low_spent_Small_value_payments,Poor,1
24,25574.71,1662.07,4,6,0,15,4,3,Good,2524.16,36.73,20,No,180.69,535.97,High_spent_Large_value_payments,Poor,1
53,158169.41,10225.62,5,2,3,13,4,1,Standard,30706.7,19.6,97,Yes,736.97,4713.92,Low_spent_Medium_value_payments,Standard,1
35,119393.52,8324.26,4,3,0,2,1,4,Standard,16597.41,7.99,46,No,1566.26,4137.9,Low_spent_Large_value_payments,Good,0
20,36575.29,2308.81,3,6,5,6,3,2,Bad,4257.4,27.32,7,No,79.34,970.01,Low_spent_Medium_value_payments,Poor,1
45,45795.99,2871.3,4,9,2,4,1,2,Good,17490.54,27.14,187,Yes,588.76,793.9,High_spent_Medium_value_payments,Standard,0
23,82090.58,5760.68,3,6,1,6,2,1,Bad,26630.05,63.29,35,Yes,1968.04,638.04,High_spent_Large_value_payments,Poor,1
61,33246.88,2286.28,4,6,5,11,4,0,Good,9613.69,5.42,215,Yes,129.98,864.97,Low_spent_Medium_value_payments,Good,0
61,24490.13,1687.13,3,4,3,2,2,4,Good,13080.22,4.97,124,No,310.61,718.77,High_spent_Medium_value_payments,Good,0
38,61352.66,3810.9,5,4,2,2,2,4,Good,2110.68,29.02,167,No,73.08,1625.99,High_spent_Small_value_payments,Good,1
45,38065.5,2343.02,3,5,2,9,2,1,Bad,19768.05,14.62,102,No,910.1,60.1,High_spent_Large_value_payments,Poor,0
57,40529.96,2443.23,5,11,7,0,2,6,Bad,19473.33,22.65,327,Yes,218.48,857.98,Low_spent_Small_value_payments,Poor,1
18,22014.07,1377.38,2,1,2,1,4,3,Standard,4911.33,9.28,6,Yes,221.07,336.19,High_spent_Small_value_payments,Poor,0
53,15000.0,1025.81,3,4,0,0,4,8,Bad,2211.18,8.72,117,No,187.09,335.53,High_spent_Medium_value_payments,Poor,1
38,41843.24,2619.4,5,5,2,11,3,6,Standard,3754.56,19.15,188,No,140.53,1373.06,High_spent_Large_value_payments,Standard,1
60,62503.46,4243.9,5,4,1,4,4,4,Good,6578.68,4.77,322,Yes,547.61,2018.56,High_spent_Large_value_payments,Good,0
52,31714.08,1989.39,3,2,4,0,2,4,Good,7890.32,48.1,101,Yes,146.76,701.84,High_spent_Large_value_payments,Standard,1
30,85978.94,5526.93,8,6,3,2,1,5,Standard,25936.89,20.64,37,No,675.34,2883.23,High_spent_Small_value_payments,Standard,1
66,23804.98,1681.84,3,6,4,8,3,3,Standard,7428.95,47.42,198,Yes,178.35,758.06,High_spent_Medium_value_payments,Poor,1
27,19286.82,1208.36,2,2,5,0,2,2,Standard,7514.5,33.8,65,No,141.05,619.0,High_spent_Small_value_payments,Standard,0
61,34879.75,2235.0,1,5,1,1,1,3,Standard,17004.93,55.94,425,Yes,1381.91,50.0,High_spent_Large_value_payments,Poor,1
64,34559.73,2186.31,4,1,1,11,4,6,Standard,9967.65,41.62,490,Yes,720.21,438.54,High_spent_Medium_value_payments,Poor,1
27,57640.53,3526.89,3,6,4,0,3,5,Standard,26647.82,67.17,41,No,479.5,1110.77,High_spent_Small_value_payments,Poor,1
63,22811.55,1489.76,3,4,2,27,7,3,Standard,7484.62,32.18,368,Yes,330.64,588.67,Low_spent_Medium_value_payments,Poor,1
30,82525.0,5290.06,5,4,4,1,1,5,Good,45597.78,57.8,114,No,947.93,1218.19,High_spent_Large_value_payments,Poor,1
54,118201.99,7981.94,2,8,3,0,3,2,Good,63165.85,40.82,147,Yes,1778.65,1810.34,High_spent_Large_value_payments,Standard,1
55,35472.52,2442.54,3,5,1,0,3,2,Good,11682.69,27.58,235,Yes,808.33,562.72,Low_spent_Medium_value_payments,Good,0
41,76866.56,5065.2,3,8,2,5,3,2,Standard,15430.57,3.97,235,Yes,611.92,1453.49,Low_spent_Medium_value_payments,Good,1
19,19266.09,1162.69,4,2,3,0,3,1,Bad,5922.22,37.24,6,No,156.0,435.02,High_spent_Small_value_payments,Poor,0
39,69226.08,4617.73,2,5,0,7,5,5,Bad,27264.29,31.97,157,Yes,2062.23,876.73,High_spent_Medium_value_payments,Poor,1
34,68075.04,4125.35,4,3,3,2,0,1,Standard,25004.36,53.89,98,No,765.55,2014.63,Low_spent_Large_value_payments,Standard,1
53,60965.44,4065.0,3,7,2,11,3,2,Standard,26514.58,33.04,248,Yes,943.0,1797.71,Low_spent_Large_value_payments,Poor,1
31,35977.97,2425.68,7,4,2,0,1,6,Good,15723.56,22.53,133,Yes,730.72,760.02,High_spent_Medium_value_payments,Standard,0
27,15000.0,932.14,5,7,1,2,4,9,Standard,6470.08,46.97,26,Yes,450.03,50.0,Low_spent_Large_value_payments,Poor,1
52,24710.01,1701.93,5,4,1,4,2,3,Standard,8032.72,47.75,145,Yes,577.22,586.63,High_spent_Medium_value_payments,Poor,0
42,24945.54,1742.95,3,3,1,9,3,7,Good,11610.18,23.48,156,Yes,977.64,50.0,Low_spent_Medium_value_payments,Poor,1
20,20192.11,1389.39,2,6,0,3,2,1,Good,9414.59,51.33,8,Yes,808.94,50.0,Low_spent_Large_value_payments,Poor,1
64,39079.21,2473.92,10,3,1,6,3,7,Good,2262.46,66.86,325,Yes,223.8,1260.26,Low_spent_Medium_value_payments,Poor,0
55,28243.59,1874.11,7,7,0,4,4,3,Bad,16053.62,10.99,136,Yes,1311.88,50.0,Low_spent_Small_value_payments,Poor,1
34,22142.03,1547.96,4,5,1,1,1,2,Standard,7778.01,39.99,139,Yes,664.73,390.9,High_spent_Large_value_payments,Poor,1
29,19239.48,1221.2,5,7,2,2,3,1,Standard,4166.9,22.65,80,No,151.95,409.32,Low_spent_Small_value_payments,Standard,0
69,23639.92,1628.4,4,3,2,9,3,4,Standard,7510.64,25.04,293,Yes,261.1,753.87,High_spent_Medium_value_payments,Standard,1
41,71175.19,4277.82,5,7,2,0,2,6,Good,46914.85,11.73,199,Yes,2181.69,50.0,Low_spent_Small_value_payments,Standard,1
46,24425.55,1466.5,6,3,0,17,5,8,Standard,6668.81,12.22,264,Yes,616.56,267.04,Low_spent_Large_value_payments,Poor,0
60,26663.12,1819.23,3,3,2,4,3,2,Bad,7563.23,17.28,444,No,305.51,457.73,High_spent_Small_value_payments,Standard,0
42,27611.33,1884.45,3,7,1,2,2,2,Bad,10362.62,33.24,239,Yes,717.79,50.0,High_spent_Medium_value_payments,Poor,1
53,44506.75,3050.82,5,1,1,10,4,2,Bad,10986.16,6.79,366,Yes,908.53,496.93,Low_spent_Large_value_payments,Poor,1
43,47750.73,3346.15,2,7,1,4,3,2,Bad,4610.86,19.77,210,No,369.02,1372.43,High_spent_Small_value_payments,Standard,0
55,15000.0,919.16,8,6,0,5,1,4,Standard,2432.98,45.49,132,No,221.83,411.88,Low_spent_Small_value_payments,Poor,0
18,67035.74,4190.62,3,7,1,0,3,2,Good,6267.24,42.32,6,Yes,537.7,1677.45,Low_spent_Large_value_payments,Standard,1
37,85975.77,6000.28,6,5,5,8,4,6,Standard,28621.46,5.83,117,Yes,408.56,3699.5,High_spent_Medium_value_payments,Standard,0
45,19339.17,1197.48,6,6,5,12,5,2,Good,9518.35,8.19,223,No,138.21,381.67,High_spent_Small_value_payments,Good,0
33,20264.4,1365.63,6,3,0,0,1,5,Bad,4821.0,38.9,77,Yes,345.26,516.23,High_spent_Large_value_payments,Poor,1
64,27718.3,1822.39,2,5,0,1,1,4,Bad,4677.64,40.91,382,Yes,364.13,560.6,High_spent_Large_value_payments,Poor,0
34,23072.52,1405.15,6,6,4,2,2,3,Standard,10047.86,29.35,70,Yes,190.9,592.91,Low_spent_Small_value_payments,Poor,0
57,41537.67,2620.63,6,3,2,3,2,3,Good,15181.5,10.32,257,No,571.5,831.74,Low_spent_Small_value_payments,Good,0
45,15000.0,984.56,3,7,2,11,2,4,Standard,4826.68,19.63,172,No,197.01,376.42,High_spent_Small_value_payments,Standard,0
29,18568.9,1285.6,5,2,7,33,11,2,Standard,3986.08,9.31,91,Yes,53.71,747.0,High_spent_Large_value_payments,Poor,1
44,91447.32,6187.78,6,3,1,6,3,1,Standard,28379.22,45.78,206,No,2188.33,2060.39,High_spent_Medium_value_payments,Standard,1
59,20807.48,1388.63,7,4,0,6,1,1,Good,11408.27,18.61,248,Yes,872.3,50.0,Low_spent_Small_value_payments,Good,0
64,76577.38,5006.15,4,6,2,7,2,2,Bad,15700.08,6.74,188,No,645.12,2786.76,High_spent_Small_value_payments,Standard,0
47,44945.36,2842.15,4,6,1,0,2,1,Bad,14192.66,30.42,252,No,1094.62,109.92,Low_spent_Large_value_payments,Poor,0
58,15000.0,919.38,5,5,1,2,2,1,Standard,6515.01,18.79,317,No,566.88,50.0,High_spent_Small_value_payments,Good,0
51,53167.23,3425.65,2,5,2,7,2,4,Good,13469.03,28.32,98,No,464.16,957.99,High_spent_Medium_value_payments,Standard,1
54,33840.03,2040.86,3,9,4,11,3,6,Standard,4761.23,36.74,228,Yes,88.4,957.0,High_spent_Small_value_payments,Poor,1
23,27631.72,1721.08,11,6,2,13,7,2,Bad,3848.06,41.03,36,Yes,176.43,570.78,Low_spent_Large_value_payments,Poor,1
24,42065.12,2720.99,6,5,5,0,2,1,Standard,23008.48,18.16,60,Yes,439.65,1390.77,High_spent_Small_value_payments,Standard,1
49,48280.36,3115.77,4,4,2,12,6,2,Standard,10401.64,31.33,278,Yes,419.56,1439.39,High_spent_Small_value_payments,Poor,1
49,55523.14,3358.03,4,3,3,14,6,4,Bad,4154.32,38.7,90,No,103.29,1400.62,Low_spent_Medium_value_payments,Poor,1
42,73640.59,4888.37,3,5,5,0,2,4,Good,25509.97,31.56,231,No,400.22,2837.09,Low_spent_Small_value_payments,Good,0
50,46391.96,3059.78,4,6,2,0,1,2,Standard,3579.47,68.95,166,Yes,168.47,1657.64,Low_spent_Large_value_payments,Poor,1
24,15908.67,967.98,3,4,2,1,0,2,Good,1826.87,19.05,59,No,79.76,487.81,Low_spent_Medium_value_payments,Good,0
69,27331.98,1919.19,6,5,2,0,3,2,Bad,8504.27,39.41,286,No,328.84,622.04,High_spent_Medium_value_payments,Poor,1
29,212315.57,12967.52,3,4,0,4,4,2,Standard,51594.22,4.77,106,Yes,4774.07,3399.56,Low_spent_Small_value_payments,Standard,0
33,56088.98,3884.76,6,7,2,2,2,2,Good,9598.68,41.11,66,Yes,386.73,1499.6,Low_spent_Large_value_payments,Standard,1
33,150478.03,9029.19,4,6,2,1,2,2,Bad,41771.18,4.87,95,No,1491.87,4411.33,High_spent_Large_value_payments,Good,1
60,83889.9,5835.22,3,3,1,7,3,3,Good,26401.34,33.17,308,Yes,1900.01,1237.0,High_spent_Large_value_payments,Standard,1
53,41985.57,2528.1,5,7,2,0,0,1,Good,257.73,8.61,229,Yes,12.82,1286.38,Low_spent_Medium_value_payments,Good,0
30,43514.27,2968.09,4,3,3,7,3,2,Good,15471.95,74.21,72,Yes,378.63,1316.55,High_spent_Large_value_payments,Poor,1
24,35527.13,2270.83,5,10,3,18,7,1,Good,854.71,31.08,21,No,27.56,1403.99,High_spent_Medium_value_payments,Poor,1
53,15000.0,1019.96,4,5,4,4,2,5,Standard,5808.62,19.49,344,No,135.17,292.32,High_spent_Small_value_payments,Good,0
64,36710.88,2362.43,3,8,3,8,3,1,Standard,10048.78,9.37,307,Yes,263.05,1189.15,Low_spent_Large_value_payments,Good,1
68,75087.15,4562.91,6,7,2,0,1,4,Good,9622.24,19.89,469,Yes,377.82,1622.54,High_spent_Medium_value_payments,Good,0
26,25341.94,1731.23,3,4,0,1,1,3,Bad,14772.38,34.7,53,Yes,1211.86,50.0,High_spent_Small_value_payments,Poor,1
49,46498.34,2825.79,2,3,7,5,1,0,Standard,228.31,47.95,203,Yes,2.61,1425.28,High_spent_Large_value_payments,Standard,1
28,60533.65,4236.73,5,5,4,6,2,4,Standard,12722.56,17.75,30,Yes,224.77,1515.51,High_spent_Large_value_payments,Poor,0
25,21040.23,1274.03,3,5,3,0,4,3,Good,8613.56,51.11,19,Yes,283.05,538.66,High_spent_Medium_value_payments,Poor,0
50,27700.85,1805.89,6,5,2,12,7,6,Good,7372.25,19.69,199,Yes,293.94,726.44,High_spent_Large_value_payments,Poor,1
40,19717.33,1337.48,4,4,3,14,3,4,Standard,9829.94,15.21,65,Yes,247.51,342.35,Low_spent_Large_value_payments,Poor,1
42,22174.55,1424.94,5,5,2,0,1,2,Standard,2216.56,21.06,160,No,77.04,586.95,Low_spent_Large_value_payments,Good,0
25,16771.51,1045.76,3,8,3,8,2,3,Standard,8013.11,32.41,32,No,226.11,451.09,Low_spent_Large_value_payments,Poor,1
62,21157.1,1443.41,2,4,4,0,1,3,Standard,2162.72,32.42,344,No,43.67,864.4,High_spent_Medium_value_payments,Good,0
39,85107.75,5829.59,4,8,1,0,1,2,Good,26949.87,41.93,118,No,2639.64,992.95,High_spent_Small_value_payments,Standard,0
21,20967.18,1467.62,4,5,2,6,2,2,Good,3514.78,40.38,15,No,118.58,744.25,High_spent_Large_value_payments,Standard,1
57,39178.19,2510.35,6,4,2,0,2,6,Good,9383.13,21.24,411,No,461.97,841.34,High_spent_Large_value_payments,Good,0
20,26856.92,1758.71,6,11,0,2,2,3,Standard,6494.1,4.85,14,Yes,624.43,359.65,High_spent_Small_value_payments,Poor,1
46,73667.69,4709.86,2,5,3,2,1,3,Standard,46870.24,57.57,95,Yes,1264.94,1011.27,Low_spent_Small_value_payments,Poor,1
58,79753.62,5007.34,3,5,3,5,3,0,Standard,40212.2,31.15,375,No,1085.22,1533.94,Low_spent_Large_value_payments,Good,0
46,60988.58,4155.53,7,3,2,7,1,3,Standard,24254.71,26.67,269,Yes,968.1,918.95,Low_spent_Small_value_payments,Standard,1
51,43637.87,2778.84,2,1,2,1,1,3,Bad,11207.83,24.97,337,Yes,431.23,786.94,Low_spent_Medium_value_payments,Standard,0
51,31614.28,2043.49,4,4,1,1,2,6,Standard,4035.96,45.8,81,Yes,364.78,610.48,Low_spent_Medium_value_payments,Poor,1
45,17763.04,1143.46,4,2,2,11,4,3,Standard,10081.95,25.87,236,Yes,455.66,71.3,Low_spent_Medium_value_payments,Poor,1
30,116554.86,7893.15,5,3,1,0,1,3,Bad,74363.95,57.25,106,No,5525.2,50.0,Low_spent_Large_value_payments,Poor,1
32,23021.78,1610.21,5,8,3,4,3,4,Standard,6593.16,29.77,54,No,176.67,589.0,High_spent_Small_value_payments,Poor,1
40,54078.27,3635.31,6,4,1,4,1,2,Bad,4826.06,21.21,143,No,348.36,1826.78,Low_spent_Large_value_payments,Standard,1
61,68578.84,4465.09,3,6,1,8,3,5,Good,15083.62,23.6,257,No,1424.44,836.74,Low_spent_Small_value_payments,Good,0
43,26025.49,1781.22,2,1,1,1,2,1,Bad,3558.47,14.55,83,No,268.58,784.87,Low_spent_Medium_value_payments,Standard,1
21,67697.7,4531.95,2,5,2,14,6,3,Standard,9800.45,40.22,31,Yes,434.12,2676.53,Low_spent_Small_value_payments,Poor,0
43,57441.82,3484.23,4,3,6,0,2,1,Good,20923.81,30.0,215,Yes,336.4,2101.9,Low_spent_Large_value_payments,Good,1
57,102413.96,6250.97,5,3,3,1,2,5,Good,20912.06,42.96,132,Yes,540.48,2567.45,Low_spent_Large_value_payments,Standard,0
26,27402.57,1655.41,6,4,4,1,3,2,Bad,4152.83,23.29,56,Yes,93.58,841.85,Low_spent_Large_value_payments,Poor,1
22,16789.04,1090.43,7,5,1,1,1,2,Good,5110.67,71.78,27,No,449.1,186.09,High_spent_Medium_value_payments,Poor,1
49,26814.72,1848.79,6,1,2,0,0,4,Standard,5127.32,30.13,202,No,210.8,599.64,High_spent_Medium_value_payments,Standard,0
37,41163.7,2609.44,3,2,1,1,2,2,Standard,11007.82,34.72,125,No,1027.0,650.57,High_spent_Small_value_payments,Standard,1
67,37606.33,2412.89,5,7,2,7,2,1,Good,13228.49,15.65,131,Yes,601.05,844.45,High_spent_Small_value_payments,Standard,0
28,28679.48,2003.34,4,3,1,16,6,4,Standard,7634.96,9.2,78,Yes,690.83,283.09,Low_spent_Small_value_payments,Poor,1
32,15000.0,1036.0,4,3,1,7,1,1,Good,5936.7,18.07,133,Yes,521.79,50.0,High_spent_Small_value_payments,Standard,0
49,48160.28,3236.6,5,3,3,1,1,4,Standard,2519.41,13.22,281,Yes,62.13,1955.78,Low_spent_Small_value_payments,Good,0
45,118587.54,7458.01,2,2,1,1,0,4,Standard,26736.91,17.68,114,No,2603.35,1821.91,Low_spent_Medium_value_payments,Standard,0
